EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Spend area text,case Document Type,case Sub spend area text,case Purch. Doc. Category name,case Vendor,case Item Type,case Item Category,case Spend classification text,case Source,case Name,case GR-Based Inv. Verif.,case Item,case concept:name,case Goods Receipt,event User,event org:resource,event Cumulative net worth (EUR)
228525,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228526,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228527,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228528,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228554,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228562,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228561,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228560,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228559,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1063.0
228558,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228557,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228556,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,303.0
228555,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228564,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1746.0
228563,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228552,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228551,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228550,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,2050.0
228549,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228548,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228547,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228546,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1746.0
228545,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228544,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228543,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228542,4507026474 1,2018-05-01 04:40:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,531.0
228553,4507026474 1,2018-05-01 04:40:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228579,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228580,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228581,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228582,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228583,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228588,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228586,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228587,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228578,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228589,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228584,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228577,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228585,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228575,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,531.0
228565,4507026474 1,2018-05-01 04:41:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228567,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228568,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,455.0
228569,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1215.0
228566,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,2202.0
228571,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,759.0
228572,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,683.0
228573,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,531.0
228574,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228570,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,759.0
228576,4507026474 1,2018-05-01 04:41:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1594.0
228599,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228606,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228605,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228604,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228603,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1367.0
228602,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228601,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228600,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228597,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228596,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,75.0
228595,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228594,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,911.0
228593,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,835.0
228592,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1215.0
228591,4507026474 1,2018-05-01 04:42:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1670.0
228590,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228598,4507026474 1,2018-05-01 04:42:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228620,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228621,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228622,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228623,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228627,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1443.0
228625,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228626,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228619,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228624,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228618,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228615,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,911.0
228616,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228617,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228614,4507026474 1,2018-05-01 04:43:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228613,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1670.0
228612,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1291.0
228611,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,759.0
228610,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1139.0
228609,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228608,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228607,4507026474 1,2018-05-01 04:43:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228642,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228643,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228644,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228645,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228650,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228647,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228648,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228649,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228641,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228646,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228640,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228651,4507026474 1,2018-05-01 04:44:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
