EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Sub spend area text,case Item Category,case Name,case Goods Receipt,event org:resource
8688,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8687,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8694,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8684,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8683,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8701,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8670,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8671,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8672,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8673,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8674,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8685,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8675,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8677,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8678,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8679,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8680,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8681,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8682,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8676,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8702,4507032479 1,2018-05-30 00:40:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
